OrdenNum;Est_SC;F_Creacion;ETA;FechaLibera;Facility;SolCliente;DO;Est_DO;T_Orden;Ant_Est;Nuev_Est;DO;SC;Estado
116811322;500;2017-12-25 20:59:43;28/12/17;2017-12-25 20:59:43. 635000000;012;116811322;122834921;110;6;Sourced;Created;122834921;null;1
116811322;500;2017-12-25 20:59:43;28/12/17;2017-12-25 20:59:43. 447000000;012;116811322;122834921;110;6;Allocated;Sourced;122834921;null;1
116811331;400;2017-12-25 20:59:42;29/12/17;2017-12-25 20:56:1. 107000000;200;116811331;122834665;130;42;Created;Sourced;122834665;null;1
116811331;400;2017-12-25 20:59:42;29/12/17;2017-12-25 20:59:42. 450000000;200;116811331;122834665;130;42;Sourced;Created;122834665;null;1
116811872;400;2017-12-25 22:44:30;29/12/17;2017-12-25 22:44:30. 288000000;200;116811872;122834985;130;42;Sourced;Allocated;122834985;null;1
116809071;500;2017-12-25 10:02:18;28/12/17;2017-12-25 10:2:18. 0;012;116809071;122833856;110;6;Created;Allocated;122833856;null;1
116809071;500;2017-12-25 10:02:17;28/12/17;2017-12-25 10:2:17. 807000000;200;116809071;122833706;110;6;Sourced;Allocated;122833706;null;1
116809071;500;2017-12-25 10:02:17;28/12/17;2017-12-25 10:2:17. 807000000;012;116809071;122833856;110;6;Sourced;Allocated;122833856;null;1
116809071;500;2017-12-25 13:00:08;28/12/17;2017-12-25 11:0:19. 166000000;200;116809071;122833706;110;6;DO Created;Released;122833706;null;1
116809078;400;2017-12-25 10:06:19;29/12/17;2017-12-25 10:6:19. 735000000;200;116809078;122833672;130;42;Sourced;Allocated;122833672;null;1
116809078;400;2017-12-25 10:06:17;29/12/17;2017-12-25 10:6:17. 342000000;200;116809078;122833672;130;42;Created;Sourced;122833672;null;1
116810194;500;2017-12-25 16:05:39;28/12/17;2017-12-25 16:5:39. 0;200;116810194;122834234;110;6;Created;Allocated;122834234;null;1
116811566;500;2017-12-25 21:51:06;29/12/17;2017-12-25 21:51:6. 788000000;012;116811566;122834792;110;6;Created;Sourced;122834792;116811566;1
116811566;500;2017-12-25 23:05:05;29/12/17;2017-12-25 23:5:5. 0;012;116811566;122834792;110;6;Allocated;DO Created;122834792;116811566;1
116809446;600;2017-12-25 12:28:47;27/12/17;2017-12-25 12:28:47. 319000000;012;116809446;122833841;130;6;Sourced;Allocated;122833841;null;1
116809936;600;2017-12-25 14:43:45;29/12/17;2017-12-25 14:43:45. 505000000;012;116809936;122834154;130;6;Allocated;Sourced;122834154;null;1
116811118;500;2017-12-25 20:01:38;30/12/17;2017-12-25 20:1:38. 750000000;012;116811118;122834667;110;6;Sourced;Allocated;122834667;116811118;1
116811118;500;2017-12-25 20:01:38;30/12/17;2017-12-25 20:1:38. 79000000;012;116811118;122834667;110;6;Created;Sourced;122834667;116811118;1
116811569;400;2017-12-25 21:51:45;27/12/17;2017-12-25 21:51:45. 403000000;200;116811569;122834728;130;42;Sourced;Allocated;122834728;null;1
116811569;400;2017-12-25 21:51:45;27/12/17;2017-12-25 21:51:45. 331000000;200;116811569;122834728;130;42;Created;Sourced;122834728;null;1
116809486;650;2017-12-25 13:00:23;30/12/17;2017-12-25 13:0:8. 220000000;012;116809486;122833850;130;6;DO Created;Released;122833850;null;1
116809486;650;2017-12-25 13:00:06;30/12/17;2017-12-25 13:0:6. 0;012;116809486;122833850;130;6;Allocated;DO Partially Created;122833850;null;1
116809486;650;2017-12-25 13:00:21;03/01/18;2017-12-25 13:0:6. 250000000;012;116809486;122833850;130;6;Allocated;DO Created;122833850;null;1
116809604;500;2017-12-25 15:00:23;04/01/18;2017-12-25 15:0:23. 0;200;116809604;122833993;110;6;Allocated;DO Created;122833993;null;1
116811175;500;2017-12-25 21:05:05;20/01/18;2017-12-25 21:5:5. 0;012;116811175;122834668;110;6;Allocated;DO Created;122834668;116811175;1
116812119;400;2017-12-25 23:32:35;27/12/17;2017-12-25 23:32:35. 0;200;116812119;122834961;130;42;Created;Allocated;122834961;null;1
116812125;400;2017-12-25 23:33:31;27/12/17;2017-12-25 23:33:31. 876000000;200;116812125;122834992;130;42;Created;Sourced;122834992;null;1
116812205;400;2017-12-25 23:47:42;29/12/17;2017-12-25 23:47:42. 0;200;116812205;122835054;130;42;Created;Allocated;122835054;null;1
116812205;400;2017-12-25 23:47:41;29/12/17;2017-12-25 23:47:41. 218000000;200;116812205;122835054;130;42;Sourced;Allocated;122835054;null;1
116812180;400;2017-12-25 23:42:30;03/01/18;2017-12-25 23:42:30. 704000000;200;116812180;122835127;130;42;Sourced;Allocated;122835127;null;1
116807764;500;2017-12-25 12:00:17;29/12/17;2017-12-25 12:0:17. 0;012;116807764;122833632;110;6;Partially Released;Released;122833632;116807764;1
116807764;500;2017-12-25 08:30:10;06/01/18;2017-12-25 8:30:10. 0;012;116807764;122833632;110;6;Allocated;DO Partially Created;122833632;116807764;1
116807764;500;2017-12-25 08:30:11;06/01/18;2017-12-25 8:30:11. 0;012;116807764;122833632;110;6;DO Partially Created;Partially Released;122833632;116807764;1
116807934;500;2017-12-25 01:00:58;24/01/18;2017-12-25 0:57:26. 453000000;012;116807934;122833629;110;6;Sourced;Allocated;122833629;116807934;1
116807934;500;2017-12-25 01:00:56;24/01/18;2017-12-25 0:57:25. 760000000;012;116807934;122833629;110;6;Created;Sourced;122833629;116807934;1
116807879;500;2017-12-25 08:30:10;05/01/18;2017-12-25 8:30:10. 0;012;116807879;122833631;110;6;Allocated;DO Created;122833631;116807879;1
116808978;400;2017-12-25 07:08:32;27/12/17;2017-12-25 7:8:32. 686000000;200;116808978;122833572;130;42;Created;Sourced;122833572;null;1
116809427;400;2017-12-25 12:25:35;27/12/17;2017-12-25 12:25:35. 90000000;200;116809427;122833815;130;42;Sourced;Created;122833815;null;1
116811717;500;2017-12-25 22:21:22;28/12/17;2017-12-25 22:21:22. 127000000;012;116811717;122835373;110;6;Sourced;Allocated;122835373;null;1
116811946;500;2017-12-25 22:57:06;17/01/18;2017-12-25 22:57:6. 0;012;116811946;122835528;110;6;Created;Allocated;122835528;null;1
116812148;650;2017-12-25 23:38:04;29/12/17;2017-12-25 23:38:3. 995000000;200;116812148;122835458;130;6;Created;Sourced;122835458;null;1
116809494;500;2017-12-25 13:00:06;28/12/17;2017-12-25 13:0:6. 0;012;116809494;122833854;110;6;Allocated;DO Created;122833854;null;1
116809523;500;2017-12-25 12:50:45;03/01/18;2017-12-25 12:50:45. 0;012;116809523;122833859;110;6;Created;Allocated;122833859;null;1
116811323;500;2017-12-25 21:00:09;28/12/17;2017-12-25 21:0:9. 0;012;116811323;122834603;110;6;Allocated;DO Created;122834603;null;1
116811323;500;2017-12-25 20:54:26;28/12/17;2017-12-25 20:54:26. 0;012;116811323;122834603;110;6;Created;Allocated;122834603;null;1
116810019;500;2017-12-25 15:11:41;28/12/17;2017-12-25 15:11:41. 132000000;012;116810019;122834141;110;6;Created;Sourced;122834141;null;1
116810633;500;2017-12-25 21:00:09;29/12/17;2017-12-25 21:0:9. 0;012;116810633;122834589;110;6;Allocated;DO Created;122834589;null;1
116810943;500;2017-12-25 19:14:45;28/12/17;2017-12-25 19:14:45. 0;200;116810943;122834620;110;6;Created;Allocated;122834620;null;1
116811337;400;2017-12-25 20:57:41;27/12/17;2017-12-25 20:57:41. 538000000;200;116811337;122834681;130;42;Created;Sourced;122834681;null;1
116811960;500;2017-12-25 23:00:14;05/01/18;2017-12-25 23:0:14. 153000000;012;116811960;122835331;110;6;Sourced;Allocated;122835331;116811960;1
116810060;400;2017-12-25 15:23:54;27/12/17;2017-12-25 15:23:54. 690000000;200;116810060;122834042;130;42;Created;Sourced;122834042;null;1
116811961;500;2017-12-25 23:00:22;28/12/17;2017-12-25 23:0:22. 0;200;116811961;122835465;110;6;Created;Allocated;122835465;null;1
116811968;500;2017-12-25 23:01:17;03/01/18;2017-12-25 23:1:17. 0;012;116811968;122835386;110;6;Created;Allocated;122835386;null;1
116811968;500;2017-12-25 23:01:16;03/01/18;2017-12-25 23:1:16. 940000000;012;116811968;122835386;110;6;Sourced;Allocated;122835386;null;1
116809657;400;2017-12-25 13:27:56;27/12/17;2017-12-25 13:27:56. 756000000;200;116809657;122833910;130;42;Sourced;Allocated;122833910;null;1
116811025;400;2017-12-25 19:37:42;03/01/18;2017-12-25 19:37:42. 0;200;116811025;122834485;110;42;Created;Allocated;122834485;null;1
116811373;500;2017-12-25 22:05:04;29/12/17;2017-12-25 22:5:4. 0;012;116811373;122834765;110;6;Allocated;DO Created;122834765;116811373;1
116811373;500;2017-12-25 21:09:54;29/12/17;2017-12-25 21:9:54. 0;012;116811373;122834765;110;6;Created;Allocated;122834765;116811373;1
116811373;500;2017-12-25 21:09:54;29/12/17;2017-12-25 21:9:54. 654000000;012;116811373;122834765;110;6;Sourced;Allocated;122834765;116811373;1
116809083;500;2017-12-25 13:00:07;28/12/17;2017-12-25 13:0:7. 0;012;116809083;122833851;110;6;DO Created;Released;122833851;null;1
116809089;500;2017-12-25 10:14:44;28/12/17;2017-12-25 10:14:44. 629000000;200;116809089;122833711;110;6;Sourced;Allocated;122833711;null;1
116811031;600;2017-12-25 19:39:02;30/12/17;2017-12-25 19:39:2. 110000000;012;116811031;122834615;130;6;Created;Sourced;122834615;null;1
116811384;800;2017-12-25 22:05:05;29/12/17;2017-12-25 22:0:12. 619000000;200;116811384;122834898;110;6;DO Created;Released;122834898;null;1
116811384;800;2017-12-25 22:05:04;29/12/17;2017-12-25 22:0:10. 568000000;012;116811384;122834762;110;6;Allocated;DO Created;122834762;116811384;1
116811384;800;2017-12-25 21:11:52;03/01/18;2017-12-25 21:11:52. 375000000;012;116811384;122834762;110;6;Sourced;Allocated;122834762;116811384;1
116811384;800;2017-12-25 22:00:10;12/01/18;2017-12-25 22:0:10. 0;200;116811384;122834898;110;6;Allocated;DO Partially Created;122834898;null;1
116811848;500;2017-12-25 22:40:31;28/12/17;2017-12-25 22:40:31. 920000000;012;116811848;122835370;110;6;Sourced;Allocated;122835370;null;1
116810147;400;2017-12-25 15:50:51;27/12/17;2017-12-25 15:50:51. 0;200;116810147;122834067;130;42;Created;Allocated;122834067;null;1
116810147;400;2017-12-25 15:50:50;27/12/17;2017-12-25 15:50:50. 679000000;200;116810147;122834067;130;42;Created;Sourced;122834067;null;1
116810716;600;2017-12-25 18:12:45;30/12/17;2017-12-25 18:12:45. 255000000;012;116810716;122834606;130;6;Sourced;Allocated;122834606;null;1
116811405;500;2017-12-25 21:17:22;09/01/18;2017-12-25 21:17:22. 761000000;012;116811405;122834923;110;6;Created;Sourced;122834923;null;1
116812251;400;2017-12-25 23:59:25;27/12/17;2017-12-25 23:59:25. 79000000;200;116812251;122834997;130;42;Sourced;Allocated;122834997;null;1
116810192;400;2017-12-25 16:05:57;27/12/17;2017-12-25 16:4:41. 700000000;200;116810192;122834087;130;42;Sourced;Allocated;122834087;null;1
116811993;400;2017-12-25 23:06:08;27/12/17;2017-12-25 23:6:8. 424000000;200;116811993;122835102;130;42;Sourced;Allocated;122835102;null;1
116809192;400;2017-12-25 11:12:11;27/12/17;2017-12-25 11:12:11. 234000000;200;116809192;122833726;130;42;Created;Sourced;122833726;null;1
116809218;500;2017-12-25 11:20:45;28/12/17;2017-12-25 11:20:45. 840000000;012;116809218;122833837;110;6;Created;Sourced;122833837;null;1
116810258;500;2017-12-25 16:24:32;28/12/17;2017-12-25 16:24:32. 156000000;200;116810258;122834227;110;6;Sourced;Allocated;122834227;null;1
116810258;500;2017-12-25 17:00:29;28/12/17;2017-12-25 17:0:29. 0;200;116810258;122834227;110;6;Allocated;DO Created;122834227;null;1
116810760;500;2017-12-25 21:00:13;30/12/17;2017-12-25 19:30:9. 775000000;012;116810760;122834614;110;6;DO Created;Released;122834614;null;1
116810760;500;2017-12-25 18:25:51;30/12/17;2017-12-25 18:25:51. 903000000;012;116810760;122834618;110;6;Sourced;Created;122834618;null;1
116810760;500;2017-12-25 18:25:51;30/12/17;2017-12-25 18:25:51. 615000000;012;116810760;122834614;110;6;Allocated;Sourced;122834614;null;1
116810760;500;2017-12-25 21:00:13;30/12/17;2017-12-25 21:0:13. 0;012;116810760;122834618;110;6;Partially Released;Released;122834618;null;1
116810760;500;2017-12-25 18:25:14;30/12/17;2017-12-25 18:25:14. 0;012;116810760;122834618;110;6;Created;Allocated;122834618;null;1
116810760;500;2017-12-25 18:25:14;30/12/17;2017-12-25 18:25:14. 0;012;116810760;122834469;110;6;Created;Allocated;122834469;116810760;1
116810760;500;2017-12-25 21:00:09;05/01/18;2017-12-25 19:30:9. 1000000;012;116810760;122834618;110;6;Allocated;DO Created;122834618;null;1
116810760;500;2017-12-25 21:00:13;05/01/18;2017-12-25 19:30:9. 775000000;012;116810760;122834614;110;6;DO Created;Released;122834614;null;1
116810760;500;2017-12-25 21:00:13;05/01/18;2017-12-25 19:30:9. 775000000;012;116810760;122834469;110;6;DO Created;Released;122834469;116810760;1
116810760;500;2017-12-25 18:25:52;05/01/18;2017-12-25 18:25:10. 406000000;012;116810760;122834618;110;6;Created;Sourced;122834618;null;1
116810760;500;2017-12-25 18:25:51;05/01/18;2017-12-25 18:25:51. 903000000;012;116810760;122834618;110;6;Sourced;Created;122834618;null;1
116810760;500;2017-12-25 21:00:13;05/01/18;2017-12-25 21:0:13. 0;012;116810760;122834468;110;6;Partially Released;Released;122834468;116810760;1
116810760;500;2017-12-25 18:25:53;28/12/17;2017-12-25 18:25:13. 165000000;012;116810760;122834469;110;6;Sourced;Allocated;122834469;116810760;1
116811887;400;2017-12-25 22:46:00;27/12/17;2017-12-25 22:46:0. 722000000;200;116811887;122835077;130;42;Sourced;Allocated;122835077;null;1
116809776;500;2017-12-25 17:00:08;28/12/17;2017-12-25 17:0:8. 0;012;20171225003219637966;122834175;110;6;DO Created;Released;122834175;null;1
116810297;500;2017-12-25 17:00:08;28/12/17;2017-12-25 17:0:8. 0;012;116810297;122834174;110;6;DO Created;Released;122834174;null;1
116810297;500;2017-12-25 16:32:20;28/12/17;2017-12-25 16:32:20. 110000000;012;116810297;122834174;110;6;Sourced;Allocated;122834174;null;1
116810297;500;2017-12-25 16:32:19;28/12/17;2017-12-25 16:32:19. 847000000;012;116810297;122834174;110;6;Created;Sourced;122834174;null;1
116810318;400;2017-12-25 16:55:20;29/12/17;2017-12-25 16:36:43. 253000000;200;116810318;122834136;130;42;Sourced;Allocated;122834136;null;1
116810318;400;2017-12-25 16:36:44;29/12/17;2017-12-25 16:36:44. 0;200;116810318;122834136;130;42;Created;Allocated;122834136;null;1
116809293;600;2017-12-25 13:00:08;04/01/18;2017-12-25 13:0:8. 0;012;116809293;122833857;130;6;DO Created;Released;122833857;null;1
116810329;500;2017-12-25 16:40:40;05/01/18;2017-12-25 16:40:40. 0;012;116810329;122834278;110;6;Created;Allocated;122834278;116810329;1
116811556;500;2017-12-25 21:48:30;03/01/18;2017-12-25 21:48:30. 48000000;012;116811556;122834922;110;6;Created;Sourced;122834922;null;1
116809334;500;2017-12-25 12:01:56;28/12/17;2017-12-25 12:1:56. 0;200;116809334;122833861;110;6;Created;Allocated;122833861;null;1
116810845;600;2017-12-25 21:00:11;30/12/17;2017-12-25 21:0:11. 0;012;116810845;122834590;130;6;DO Created;Released;122834590;null;1
116812033;500;2017-12-25 23:14:44;03/01/18;2017-12-25 23:13:9. 810000000;012;116812033;122835405;110;6;Sourced;Allocated;122835405;null;1
116809884;400;2017-12-25 14:28:18;29/12/17;2017-12-25 14:28:18. 271000000;200;116809884;122833974;130;42;Created;Sourced;122833974;null;1
116809388;400;2017-12-25 12:14:22;28/12/17;2017-12-25 12:14:22. 308000000;200;116809388;122833794;110;42;Created;Sourced;122833794;null;1
116811227;500;2017-12-25 20:28:02;29/12/17;2017-12-25 20:28:2. 0;012;116811227;122834598;110;6;Created;Allocated;122834598;null;1
116811934;500;2017-12-25 22:55:17;20/01/18;2017-12-25 22:54:31. 673000000;012;116811934;122835309;110;6;Sourced;Allocated;122835309;116811934;1
116812062;500;2017-12-25 23:18:42;28/12/17;2017-12-25 23:18:42. 0;012;116812062;122835406;110;6;Created;Allocated;122835406;null;1
116807972;500;2017-12-25 09:00:03;28/12/17;2017-12-25 9:0:3. 0;012;116807972;122833640;110;6;DO Created;Released;122833640;null;1
116807972;500;2017-12-25 01:33:55;28/12/17;2017-12-25 1:33:55. 193000000;012;116807972;122833640;110;6;Created;Sourced;122833640;null;1
116811245;400;2017-12-25 20:32:53;29/12/17;2017-12-25 20:32:53. 0;200;116811245;122834545;130;42;Created;Allocated;122834545;null;1
116811255;500;2017-12-25 20:35:15;28/12/17;2017-12-25 20:35:15. 218000000;012;116811255;122834592;110;6;Created;Sourced;122834592;null;1
116811939;500;2017-12-25 22:55:47;30/12/17;2017-12-25 22:55:46. 991000000;012;116811939;122835310;110;6;Created;Sourced;122835310;116811939;1
116810443;400;2017-12-25 17:14:11;27/12/17;2017-12-25 17:14:11. 898000000;200;116810443;122834260;130;42;Sourced;Allocated;122834260;null;1
116811524;400;2017-12-25 21:40:07;27/12/17;2017-12-25 21:40:7. 801000000;200;116811524;122834720;130;42;Sourced;Allocated;122834720;null;1
116809308;600;2017-12-25 13:00:21;27/12/17;2017-12-25 13:0:21. 0;200;116809308;122833863;130;6;Allocated;DO Created;122833863;null;1
116809497;500;2017-12-25 13:00:21;28/12/17;2017-12-25 13:0:21. 0;200;116809497;122833867;110;6;Allocated;DO Created;122833867;null;1
116811365;400;2017-12-25 21:08:34;29/12/17;2017-12-25 21:8:34. 0;200;116811365;122834679;130;42;Created;Allocated;122834679;null;1
116811549;500;2017-12-25 21:56:48;29/12/17;2017-12-25 21:47:11. 129000000;012;116811549;122834917;110;6;Sourced;Allocated;122834917;null;1
116811549;500;2017-12-25 21:56:48;29/12/17;2017-12-25 21:54:44. 300000000;012;116811549;122834918;110;6;Allocated;Sourced;122834918;null;1
116812101;400;2017-12-25 23:28:14;27/12/17;2017-12-25 23:28:14. 425000000;200;116812101;122835104;130;42;Created;Sourced;122835104;null;1
116812106;500;2017-12-25 23:29:03;05/01/18;2017-12-25 23:29:3. 485000000;012;116812106;122835333;110;6;Created;Sourced;122835333;116812106;1
116812116;600;2017-12-25 23:31:36;29/12/17;2017-12-25 23:31:36. 0;012;116812116;122835374;130;6;Created;Allocated;122835374;null;1
116812116;600;2017-12-25 23:31:36;29/12/17;2017-12-25 23:31:36. 404000000;012;116812116;122835374;130;6;Sourced;Allocated;122835374;null;1
116812116;600;2017-12-25 23:31:36;29/12/17;2017-12-25 23:31:36. 68000000;012;116812116;122835374;130;6;Created;Sourced;122835374;null;1
116812096;400;2017-12-25 23:28:13;27/12/17;2017-12-25 23:26:20. 49000000;200;116812096;122835047;130;42;Created;Sourced;122835047;null;1
116809947;600;2017-12-25 17:00:04;30/12/17;2017-12-25 17:0:3. 973000000;012;116809947;122834153;130;6;Allocated;DO Created;122834153;null;1
116810225;650;2017-12-25 16:15:58;30/12/17;2017-12-25 16:15:58. 21000000;012;116810225;122834276;110;6;Sourced;Allocated;122834276;116810225;1
116810232;400;2017-12-25 16:19:01;29/12/17;2017-12-25 16:19:1. 818000000;200;116810232;122834095;130;42;Sourced;Created;122834095;null;1
116810479;500;2017-12-25 21:00:09;28/12/17;2017-12-25 21:0:9. 0;012;116810479;122834585;110;6;Allocated;DO Created;122834585;null;1
116811369;400;2017-12-25 21:09:07;27/12/17;2017-12-25 21:9:7. 271000000;200;116811369;122834683;130;42;Sourced;Allocated;122834683;null;1
116811369;400;2017-12-25 21:09:09;27/12/17;2017-12-25 21:9:9. 0;200;116811369;122834683;130;42;Created;Allocated;122834683;null;1
116811549;500;2017-12-25 21:56:48;28/12/17;2017-12-25 21:54:44. 338000000;012;116811549;122834917;110;6;Sourced;Created;122834917;null;1
116811550;400;2017-12-25 21:57:33;27/12/17;2017-12-25 21:48:58. 435000000;200;116811550;122834756;130;42;Sourced;Created;122834756;null;1
116811550;400;2017-12-25 21:57:33;27/12/17;2017-12-25 21:48:58. 274000000;200;116811550;122834756;130;42;Allocated;Sourced;122834756;null;1
116809537;500;2017-12-25 13:30:14;30/12/17;2017-12-25 13:30:14. 0;012;116809537;122833909;110;6;DO Created;Released;122833909;116809537;1
116809537;500;2017-12-25 12:55:14;30/12/17;2017-12-25 12:55:14. 874000000;012;116809537;122833909;110;6;Created;Sourced;122833909;116809537;1
116810501;500;2017-12-25 19:00:15;06/01/18;2017-12-25 19:0:14. 904000000;200;116810501;122834406;110;6;Allocated;DO Created;122834406;null;1
116810503;500;2017-12-25 18:30:13;06/01/18;2017-12-25 18:30:13. 0;012;116810503;122834353;110;6;DO Created;Released;122834353;116810503;1
116811553;400;2017-12-25 21:48:11;29/12/17;2017-12-25 21:48:11. 0;200;116811553;122834725;130;42;Created;Allocated;122834725;null;1
116812211;500;2017-12-25 23:49:20;11/01/18;2017-12-25 23:49:20. 451000000;012;116812211;122835315;110;6;Sourced;Allocated;122835315;116812211;1
116809345;400;2017-12-25 12:04:20;27/12/17;2017-12-25 12:4:20. 632000000;200;116809345;122833780;130;42;Sourced;Allocated;122833780;null;1
116809349;400;2017-12-25 12:05:27;28/12/17;2017-12-25 12:5:27. 0;200;116809349;122833783;110;42;Created;Allocated;122833783;null;1
116809349;400;2017-12-25 12:05:27;28/12/17;2017-12-25 12:5:27. 504000000;200;116809349;122833783;110;42;Sourced;Allocated;122833783;null;1
116809733;400;2017-12-25 13:45:04;27/12/17;2017-12-25 13:45:4. 0;200;116809733;122833927;130;42;Created;Allocated;122833927;null;1
116810259;600;2017-12-25 17:00:32;27/12/17;2017-12-25 17:0:32. 0;200;20171225003219645561;122834236;130;6;DO Created;Released;122834236;null;1
116810986;500;2017-12-25 21:00:12;28/12/17;2017-12-25 21:0:12. 0;200;116810986;122834630;110;6;DO Created;Released;122834630;null;1
116811819;500;2017-12-25 22:36:01;28/12/17;2017-12-25 22:36:1. 0;200;116811819;122835461;110;6;Created;Allocated;122835461;null;1
116811819;500;2017-12-25 22:36:00;28/12/17;2017-12-25 22:36:0. 946000000;200;116811819;122835461;110;6;Sourced;Allocated;122835461;null;1
116811820;400;2017-12-25 22:36:13;27/12/17;2017-12-25 22:36:13. 239000000;200;116811820;122834984;130;42;Created;Sourced;122834984;null;1
116812229;500;2017-12-25 23:55:06;28/12/17;2017-12-25 23:55:6. 467000000;200;116812229;122835471;110;6;Created;Sourced;122835471;null;1
116809094;400;2017-12-25 10:18:18;27/12/17;2017-12-25 10:18:18. 762000000;200;116809094;122833677;130;42;Created;Sourced;122833677;null;1
116809549;600;2017-12-25 12:57:30;05/01/18;2017-12-25 12:57:30. 0;012;116809549;122834177;130;6;Created;Allocated;122834177;null;1
116811220;400;2017-12-25 20:27:03;27/12/17;2017-12-25 20:27:3. 0;200;116811220;122834543;130;42;Created;Allocated;122834543;null;1
116811586;500;2017-12-25 21:54:17;28/12/17;2017-12-25 21:54:17. 324000000;200;116811586;122834887;110;6;Created;Sourced;122834887;null;1
116811588;500;2017-12-25 21:54:32;28/12/17;2017-12-25 21:54:32. 561000000;012;116811588;122834912;110;6;Created;Sourced;122834912;null;1
116808114;400;2017-12-25 03:28:48;28/12/17;2017-12-25 3:28:48. 0;200;116808114;122833622;110;42;Created;Allocated;122833622;null;1
116808114;400;2017-12-25 03:28:47;28/12/17;2017-12-25 3:28:47. 477000000;200;116808114;122833622;110;42;Sourced;Allocated;122833622;null;1
116809100;500;2017-12-25 11:00:19;28/12/17;2017-12-25 11:0:19. 0;200;116809100;122833707;110;6;DO Created;Released;122833707;null;1
116809100;500;2017-12-25 10:20:00;28/12/17;2017-12-25 10:20:0. 655000000;200;116809100;122833707;110;6;Created;Sourced;122833707;null;1
116809113;400;2017-12-25 10:26:48;29/12/17;2017-12-25 10:26:48. 0;200;116809113;122833686;130;42;Created;Allocated;122833686;null;1
116809113;400;2017-12-25 10:26:48;29/12/17;2017-12-25 10:26:48. 146000000;200;116809113;122833686;130;42;Sourced;Allocated;122833686;null;1
116809381;400;2017-12-25 12:13:24;29/12/17;2017-12-25 12:13:24. 760000000;200;116809381;122833799;130;42;Sourced;Allocated;122833799;null;1
116809560;400;2017-12-25 13:00:33;27/12/17;2017-12-25 13:0:33. 755000000;200;116809560;122833885;130;42;Sourced;Allocated;122833885;null;1
116809566;400;2017-12-25 13:03:47;27/12/17;2017-12-25 13:3:47. 798000000;200;116809566;122833887;130;42;Created;Sourced;122833887;null;1
116809781;500;2017-12-25 14:01:08;28/12/17;2017-12-25 14:1:8. 437000000;200;116809781;122833999;110;6;Created;Sourced;122833999;null;1
116810788;600;2017-12-25 19:00:15;29/12/17;2017-12-25 19:0:15. 0;200;116810788;122834395;130;6;DO Created;Released;122834395;null;1
116810788;600;2017-12-25 18:32:16;29/12/17;2017-12-25 18:32:16. 0;200;116810788;122834395;130;6;Created;Allocated;122834395;null;1
116811843;400;2017-12-25 22:39:39;27/12/17;2017-12-25 22:39:39. 0;200;116811843;122835007;130;42;Created;Allocated;122835007;null;1
116808124;400;2017-12-25 03:39:06;29/12/17;2017-12-25 3:39:6. 0;200;116808124;122833610;130;42;Created;Allocated;122833610;null;1
116808124;400;2017-12-25 03:39:03;29/12/17;2017-12-25 3:39:3. 140000000;200;116808124;122833610;130;42;Created;Sourced;122833610;null;1
116809116;600;2017-12-25 11:00:18;29/12/17;2017-12-25 11:0:18. 0;200;116809116;122833703;130;6;DO Created;Released;122833703;null;1
116809570;500;2017-12-25 15:00:23;29/12/17;2017-12-25 15:0:23. 0;200;116809570;122834005;110;6;Allocated;DO Created;122834005;null;1
116809792;500;2017-12-25 14:05:04;28/12/17;2017-12-25 14:5:4. 0;012;116809792;122834151;110;6;Created;Allocated;122834151;null;1
116809792;500;2017-12-25 14:05:03;28/12/17;2017-12-25 14:5:3. 937000000;012;116809792;122834151;110;6;Created;Sourced;122834151;null;1
116809796;500;2017-12-25 14:08:02;30/12/17;2017-12-25 14:6:48. 705000000;012;116809796;122834053;110;6;Sourced;Allocated;122834053;116809796;1
116809796;500;2017-12-25 15:30:15;04/01/18;2017-12-25 15:30:15. 0;012;116809796;122834053;110;6;Allocated;DO Partially Created;122834053;116809796;1
116809796;500;2017-12-25 15:30:16;04/01/18;2017-12-25 15:30:16. 0;012;116809796;122834053;110;6;DO Partially Created;Partially Released;122834053;116809796;1
116809796;500;2017-12-25 14:07:51;04/01/18;2017-12-25 14:7:51. 745000000;012;116809796;122834053;110;6;Allocated;Sourced;122834053;116809796;1
116810801;400;2017-12-25 18:34:18;27/12/17;2017-12-25 18:34:18. 585000000;200;116810801;122834364;130;42;Created;Sourced;122834364;null;1
116809167;500;2017-12-25 13:00:21;28/12/17;2017-12-25 13:0:21. 0;200;116809167;122833865;110;6;Allocated;DO Created;122833865;null;1
116809602;400;2017-12-25 13:26:24;28/12/17;2017-12-25 13:13:57. 78000000;200;116809602;122833904;130;42;Sourced;Allocated;122833904;null;1
116809808;400;2017-12-25 14:09:30;29/12/17;2017-12-25 14:9:30. 402000000;200;116809808;122833947;130;42;Sourced;Allocated;122833947;null;1
116810053;500;2017-12-25 17:00:04;28/12/17;2017-12-25 17:0:4. 0;012;116810053;122834164;110;6;Allocated;DO Created;122834164;null;1
116810057;500;2017-12-25 17:00:04;28/12/17;2017-12-25 17:0:3. 996000000;012;116810057;122834186;110;6;Allocated;DO Created;122834186;null;1
116811282;400;2017-12-25 20:40:55;28/12/17;2017-12-25 20:40:55. 760000000;200;116811282;122834574;110;42;Created;Sourced;122834574;null;1
116811605;500;2017-12-25 21:57:36;28/12/17;2017-12-25 21:57:36. 906000000;200;116811605;122834888;110;6;Created;Sourced;122834888;null;1
116811617;400;2017-12-25 22:00:32;04/01/18;2017-12-25 22:0:32. 708000000;200;116811617;122834758;130;42;Created;Sourced;122834758;null;1
