OrdenNum;Est_SC;F_Creacion;ETA;FechaLibera;Facility;SolCliente;DO;Est_DO;T_Orden;Ant_Est;Nuev_Est;DO;SC;Estado
116810760;500;2017-12-25 18:25:14;05/01/18;2017-12-25 18:25:14. 0;012;116810760;122834469;110;6;Created;Allocated;122834469;116810760;1
116810760;500;2017-12-25 19:30:09;05/01/18;2017-12-25 19:30:9. 0;012;116810760;122834468;110;6;DO Partially Created;Partially Released;122834468;116810760;1
116810760;500;2017-12-25 18:25:52;28/12/17;2017-12-25 18:25:10. 406000000;012;116810760;122834614;110;6;Created;Sourced;122834614;null;1
116810760;500;2017-12-25 18:25:52;28/12/17;2017-12-25 18:25:10. 406000000;012;116810760;122834469;110;6;Created;Sourced;122834469;116810760;1
116810760;500;2017-12-25 18:25:14;28/12/17;2017-12-25 18:25:14. 0;012;116810760;122834614;110;6;Created;Allocated;122834614;null;1
116809271;400;2017-12-25 11:39:53;27/12/17;2017-12-25 11:39:53. 958000000;200;116809271;122833749;130;42;Sourced;Allocated;122833749;null;1
116810318;400;2017-12-25 16:55:32;29/12/17;2017-12-25 16:55:5. 331000000;200;116810318;122834136;130;42;Created;Canceled;122834136;null;1
116810318;400;2017-12-25 16:55:32;29/12/17;2017-12-25 16:55:5. 327000000;200;116810318;122834136;130;42;Sourced;Created;122834136;null;1
116811126;400;2017-12-25 20:02:47;27/12/17;2017-12-25 20:2:47. 0;200;20171225003219641388;122834504;130;42;Created;Allocated;122834504;null;1
116812013;400;2017-12-25 23:10:11;27/12/17;2017-12-25 23:10:11. 0;200;116812013;122835124;130;42;Created;Allocated;122835124;null;1
116812013;400;2017-12-25 23:10:10;27/12/17;2017-12-25 23:10:10. 297000000;200;116812013;122835124;130;42;Created;Sourced;122835124;null;1
116811144;400;2017-12-25 20:08:13;27/12/17;2017-12-25 20:7:27. 734000000;200;116811144;122834519;130;42;Sourced;Allocated;122834519;null;1
116811144;400;2017-12-25 20:08:13;27/12/17;2017-12-25 20:7:27. 263000000;200;116811144;122834519;130;42;Created;Sourced;122834519;null;1
116811144;400;2017-12-25 20:08:13;27/12/17;2017-12-25 20:7:57. 916000000;200;116811144;122834519;130;42;Allocated;Sourced;122834519;null;1
116809326;500;2017-12-25 13:00:06;28/12/17;2017-12-25 13:0:6. 0;012;116809326;122833834;110;6;Allocated;DO Created;122833834;null;1
116809334;500;2017-12-25 13:00:21;28/12/17;2017-12-25 13:0:21. 0;200;116809334;122833861;110;6;Allocated;DO Created;122833861;null;1
116809338;400;2017-12-25 12:02:13;27/12/17;2017-12-25 12:2:13. 467000000;200;116809338;122833778;130;42;Sourced;Allocated;122833778;null;1
116810845;600;2017-12-25 21:00:09;30/12/17;2017-12-25 21:0:9. 0;012;116810845;122834590;130;6;Allocated;DO Created;122834590;null;1
116810852;400;2017-12-25 18:51:11;27/12/17;2017-12-25 18:51:11. 20000000;200;116810852;122834381;130;42;Sourced;Allocated;122834381;null;1
116810857;400;2017-12-25 18:52:17;27/12/17;2017-12-25 18:52:17. 0;200;116810857;122834386;130;42;Created;Allocated;122834386;null;1
116811154;600;2017-12-25 20:10:05;30/12/17;2017-12-25 20:10:5. 0;012;116811154;122834611;130;6;Created;Allocated;122834611;null;1
116811177;400;2017-12-25 20:15:38;27/12/17;2017-12-25 20:15:38. 0;200;116811177;122834526;130;42;Created;Allocated;122834526;null;1
116812033;500;2017-12-25 23:14:44;03/01/18;2017-12-25 23:14:44. 643000000;012;116812033;122835405;110;6;Allocated;Sourced;122835405;null;1
116809351;500;2017-12-25 12:05:33;28/12/17;2017-12-25 12:5:33. 31000000;012;116809351;122833852;110;6;Created;Sourced;122833852;null;1
116810882;400;2017-12-25 18:57:44;29/12/17;2017-12-25 18:57:44. 137000000;200;116810882;122834439;130;42;Sourced;Allocated;122834439;null;1
116811227;500;2017-12-25 21:00:09;29/12/17;2017-12-25 21:0:9. 0;012;116811227;122834598;110;6;Allocated;DO Created;122834598;null;1
116811227;500;2017-12-25 20:28:01;29/12/17;2017-12-25 20:28:1. 627000000;012;116811227;122834598;110;6;Created;Sourced;122834598;null;1
116811231;500;2017-12-25 21:00:11;28/12/17;2017-12-25 21:0:10. 597000000;200;116811231;122834632;110;6;Allocated;DO Created;122834632;null;1
116809918;400;2017-12-25 14:37:48;27/12/17;2017-12-25 14:37:48. 0;200;116809918;122833980;130;42;Created;Allocated;122833980;null;1
116809921;500;2017-12-25 14:38:07;29/12/17;2017-12-25 14:38:7. 0;012;116809921;122834052;110;6;Created;Allocated;122834052;116809921;1
116811255;500;2017-12-25 20:35:15;28/12/17;2017-12-25 20:35:15. 395000000;012;116811255;122834592;110;6;Sourced;Allocated;122834592;null;1
116811937;500;2017-12-25 22:54:43;28/12/17;2017-12-25 22:54:43. 483000000;012;116811937;122835368;110;6;Created;Sourced;122835368;null;1
116812085;500;2017-12-25 23:23:35;28/12/17;2017-12-25 23:23:35. 851000000;200;116812085;122835445;110;6;Sourced;Allocated;122835445;null;1
116812120;500;2017-12-25 23:32:48;09/01/18;2017-12-25 23:32:48. 0;012;116812120;122835314;110;6;Created;Allocated;122835314;116812120;1
116811345;500;2017-12-25 21:01:30;28/12/17;2017-12-25 21:1:30. 142000000;200;116811345;122834897;110;6;Sourced;Allocated;122834897;null;1
116811360;400;2017-12-25 21:06:06;27/12/17;2017-12-25 21:6:6. 36000000;200;116811360;122834680;130;42;Created;Sourced;122834680;null;1
116811718;400;2017-12-25 22:21:47;27/12/17;2017-12-25 22:21:47. 985000000;200;116811718;122835070;130;42;Created;Sourced;122835070;null;1
116809308;600;2017-12-25 11:56:31;27/12/17;2017-12-25 11:56:31. 0;200;116809308;122833863;130;6;Created;Allocated;122833863;null;1
116809308;600;2017-12-25 11:56:31;27/12/17;2017-12-25 11:56:31. 37000000;200;116809308;122833863;130;6;Created;Sourced;122833863;null;1
116809943;400;2017-12-25 14:46:03;29/12/17;2017-12-25 14:46:3. 82000000;200;116809943;122833985;130;42;Created;Sourced;122833985;null;1
116811549;500;2017-12-25 21:56:48;29/12/17;2017-12-25 21:54:44. 300000000;012;116811549;122834917;110;6;Allocated;Sourced;122834917;null;1
116811549;500;2017-12-25 21:47:11;29/12/17;2017-12-25 21:47:11. 0;012;116811549;122834917;110;6;Created;Allocated;122834917;null;1
116812106;500;2017-12-25 23:29:03;05/01/18;2017-12-25 23:29:3. 888000000;012;116812106;122835333;110;6;Sourced;Allocated;122835333;116812106;1
116809040;500;2017-12-25 09:20:24;28/12/17;2017-12-25 9:20:24. 664000000;200;116809040;122833704;110;6;Sourced;Allocated;122833704;null;1
116809947;600;2017-12-25 14:48:03;30/12/17;2017-12-25 14:48:3. 342000000;012;116809947;122834153;130;6;Created;Sourced;122834153;null;1
116810225;650;2017-12-25 16:15:58;30/12/17;2017-12-25 16:15:58. 21000000;012;116810225;122834139;130;6;Sourced;Allocated;122834139;null;1
116810225;650;2017-12-25 17:30:18;30/12/17;2017-12-25 17:30:18. 0;012;116810225;122834139;130;6;Partially Released;Released;122834139;null;1
116810741;400;2017-12-25 18:20:19;27/12/17;2017-12-25 18:20:19. 892000000;200;116810741;122834344;130;42;Created;Sourced;122834344;null;1
116811550;400;2017-12-25 21:47:33;27/12/17;2017-12-25 21:47:33. 0;200;116811550;122834756;130;42;Created;Allocated;122834756;null;1
116812151;400;2017-12-25 23:38:37;29/12/17;2017-12-25 23:38:37. 615000000;200;116812151;122835153;130;42;Sourced;Allocated;122835153;null;1
116812190;400;2017-12-25 23:44:15;29/12/17;2017-12-25 23:44:15. 146000000;200;116812190;122834939;130;42;Sourced;Allocated;122834939;null;1
116807873;600;2017-12-25 09:00:03;05/01/18;2017-12-25 9:0:3. 0;012;116807873;122833637;130;6;Allocated;DO Created;122833637;null;1
116809537;500;2017-12-25 13:30:14;30/12/17;2017-12-25 13:30:13. 795000000;012;116809537;122833909;110;6;Allocated;DO Created;122833909;116809537;1
116809537;500;2017-12-25 12:55:19;30/12/17;2017-12-25 12:55:19. 0;012;116809537;122833909;110;6;Created;Allocated;122833909;116809537;1
116810503;500;2017-12-25 17:29:52;06/01/18;2017-12-25 17:29:52. 133000000;012;116810503;122834353;110;6;Sourced;Allocated;122834353;116810503;1
116810956;600;2017-12-25 21:00:10;30/12/17;2017-12-25 21:0:10. 0;012;116810956;122834578;130;6;DO Created;Released;122834578;null;1
116810956;600;2017-12-25 19:19:18;30/12/17;2017-12-25 19:19:18. 0;012;116810956;122834578;130;6;Created;Allocated;122834578;null;1
116809345;400;2017-12-25 12:04:20;27/12/17;2017-12-25 12:4:20. 0;200;116809345;122833780;130;42;Created;Allocated;122833780;null;1
116809349;400;2017-12-25 12:05:27;28/12/17;2017-12-25 12:5:27. 25000000;200;116809349;122833783;110;42;Created;Sourced;122833783;null;1
116809752;500;2017-12-25 13:52:58;28/12/17;2017-12-25 13:52:58. 0;012;116809752;122834180;110;6;Created;Allocated;122834180;null;1
116810978;400;2017-12-25 19:26:05;28/12/17;2017-12-25 19:26:5. 678000000;200;116810978;122834470;110;42;Sourced;Allocated;122834470;null;1
116810978;400;2017-12-25 19:26:05;28/12/17;2017-12-25 19:26:5. 548000000;200;116810978;122834470;110;42;Created;Sourced;122834470;null;1
116810986;500;2017-12-25 19:28:52;28/12/17;2017-12-25 19:28:52. 266000000;200;116810986;122834630;110;6;Created;Sourced;122834630;null;1
116811817;400;2017-12-25 22:35:44;29/12/17;2017-12-25 22:35:44. 766000000;200;116811817;122835101;130;42;Sourced;Allocated;122835101;null;1
116811817;400;2017-12-25 22:35:44;29/12/17;2017-12-25 22:35:44. 192000000;200;116811817;122835101;130;42;Created;Sourced;122835101;null;1
116811820;400;2017-12-25 22:36:13;27/12/17;2017-12-25 22:36:13. 0;200;116811820;122834984;130;42;Created;Allocated;122834984;null;1
116812229;500;2017-12-25 23:55:06;28/12/17;2017-12-25 23:55:6. 816000000;200;116812229;122835471;110;6;Sourced;Allocated;122835471;null;1
116809094;400;2017-12-25 10:18:18;27/12/17;2017-12-25 10:18:18. 832000000;200;116809094;122833677;130;42;Sourced;Allocated;122833677;null;1
116809549;600;2017-12-25 17:00:08;05/01/18;2017-12-25 17:0:8. 0;012;116809549;122834177;130;6;DO Created;Released;122834177;null;1
116809557;600;2017-12-25 17:00:07;04/01/18;2017-12-25 17:0:7. 0;012;116809557;122834162;130;6;DO Created;Released;122834162;null;1
116809557;600;2017-12-25 13:00:07;04/01/18;2017-12-25 13:0:7. 0;012;116809557;122834162;130;6;Created;Allocated;122834162;null;1
116809557;600;2017-12-25 13:00:06;04/01/18;2017-12-25 13:0:6. 791000000;012;116809557;122834162;130;6;Created;Sourced;122834162;null;1
116811584;400;2017-12-25 21:54:05;29/12/17;2017-12-25 21:54:5. 0;200;116811584;122834754;130;42;Created;Allocated;122834754;null;1
116811584;400;2017-12-25 21:54:05;29/12/17;2017-12-25 21:54:5. 434000000;200;116811584;122834754;130;42;Sourced;Allocated;122834754;null;1
116811588;500;2017-12-25 21:54:33;28/12/17;2017-12-25 21:54:33. 0;012;116811588;122834912;110;6;Created;Allocated;122834912;null;1
116809100;500;2017-12-25 10:20:01;28/12/17;2017-12-25 10:20:1. 242000000;200;116809100;122833707;110;6;Sourced;Allocated;122833707;null;1
116809103;400;2017-12-25 10:21:30;29/12/17;2017-12-25 10:21:30. 3000000;200;116809103;122833689;130;42;Created;Sourced;122833689;null;1
116809108;500;2017-12-25 11:00:18;28/12/17;2017-12-25 11:0:18. 0;200;116809108;122833701;110;6;Allocated;DO Created;122833701;null;1
116809108;500;2017-12-25 11:00:19;28/12/17;2017-12-25 11:0:18. 978000000;200;116809108;122833701;110;6;DO Created;Released;122833701;null;1
116809114;500;2017-12-25 10:27:09;03/01/18;2017-12-25 10:27:9. 426000000;200;116809114;122833705;110;6;Sourced;Allocated;122833705;null;1
116809380;400;2017-12-25 12:13:08;27/12/17;2017-12-25 12:13:8. 4000000;200;116809380;122833791;130;42;Created;Sourced;122833791;null;1
116809560;400;2017-12-25 13:00:34;27/12/17;2017-12-25 13:0:34. 0;200;116809560;122833885;130;42;Created;Allocated;122833885;null;1
116809563;500;2017-12-25 15:00:23;29/12/17;2017-12-25 15:0:23. 0;200;116809563;122834003;110;6;Allocated;DO Created;122834003;null;1
116809781;500;2017-12-25 15:00:23;28/12/17;2017-12-25 15:0:23. 0;200;116809781;122833999;110;6;Allocated;DO Created;122833999;null;1
116810278;400;2017-12-25 16:29:44;27/12/17;2017-12-25 16:29:44. 0;200;116810278;122834113;130;42;Created;Allocated;122834113;null;1
116811875;400;2017-12-25 22:45:01;29/12/17;2017-12-25 22:45:1. 0;200;116811875;122835076;130;42;Created;Allocated;122835076;null;1
116809122;500;2017-12-25 10:38:40;18/01/18;2017-12-25 10:38:40. 414000000;012;116809122;122833734;110;6;Sourced;Created;122833734;116809122;1
116809122;500;2017-12-25 10:38:40;18/01/18;2017-12-25 10:38:40. 393000000;012;116809122;122833734;110;6;Allocated;Sourced;122833734;116809122;1
116809122;500;2017-12-25 10:33:23;18/01/18;2017-12-25 10:33:23. 717000000;012;116809122;122833734;110;6;Sourced;Allocated;122833734;116809122;1
116809796;500;2017-12-25 15:30:16;30/12/17;2017-12-25 15:30:16. 0;012;116809796;122834053;110;6;DO Partially Created;Partially Released;122834053;116809796;1
116809796;500;2017-12-25 14:07:51;30/12/17;2017-12-25 14:7:51. 745000000;012;116809796;122834053;110;6;Allocated;Sourced;122834053;116809796;1
116810037;600;2017-12-25 15:16:36;30/12/17;2017-12-25 15:16:36. 244000000;012;116810037;122834163;130;6;Sourced;Allocated;122834163;null;1
116810801;400;2017-12-25 18:34:18;27/12/17;2017-12-25 18:34:18. 811000000;200;116810801;122834364;130;42;Sourced;Allocated;122834364;null;1
116810819;500;2017-12-25 21:00:09;28/12/17;2017-12-25 21:0:9. 0;012;116810819;122834609;110;6;Allocated;DO Created;122834609;null;1
116811881;400;2017-12-25 22:45:34;27/12/17;2017-12-25 22:45:34. 0;200;116811881;122834959;130;42;Created;Allocated;122834959;null;1
116811282;400;2017-12-25 20:40:56;28/12/17;2017-12-25 20:40:56. 0;200;116811282;122834574;110;42;Created;Allocated;122834574;null;1
116811435;400;2017-12-25 21:23:18;27/12/17;2017-12-25 21:23:18. 374000000;200;116811435;122834700;130;42;Sourced;Allocated;122834700;null;1
116809188;500;2017-12-25 13:00:21;29/12/17;2017-12-25 13:0:21. 0;200;116809188;122833868;110;6;DO Created;Released;122833868;null;1
116809821;500;2017-12-25 17:00:04;28/12/17;2017-12-25 17:0:4. 0;012;116809821;122834171;110;6;Allocated;DO Created;122834171;null;1
116809821;500;2017-12-25 14:12:43;28/12/17;2017-12-25 14:12:43. 0;012;116809821;122834171;110;6;Created;Allocated;122834171;null;1
116810610;400;2017-12-25 17:47:48;27/12/17;2017-12-25 17:47:48. 0;200;116810610;122834299;130;42;Created;Allocated;122834299;null;1
116811058;500;2017-12-25 21:00:13;28/12/17;2017-12-25 21:0:12. 978000000;012;116811058;122834617;110;6;DO Created;Released;122834617;null;1
116811058;500;2017-12-25 19:48:10;28/12/17;2017-12-25 19:48:10. 225000000;012;116811058;122834617;110;6;Sourced;Allocated;122834617;null;1
116809195;400;2017-12-25 11:13:25;29/12/17;2017-12-25 11:13:25. 402000000;200;116809195;122833730;130;42;Sourced;Allocated;122833730;null;1
116809195;400;2017-12-25 11:13:25;29/12/17;2017-12-25 11:13:25. 293000000;200;116809195;122833730;130;42;Created;Sourced;122833730;null;1
116809612;500;2017-12-25 15:00:23;28/12/17;2017-12-25 15:0:23. 0;200;116809612;122834000;110;6;Allocated;DO Created;122834000;null;1
116809622;400;2017-12-25 13:18:30;29/12/17;2017-12-25 13:18:30. 0;200;116809622;122833899;130;42;Created;Allocated;122833899;null;1
116809839;400;2017-12-25 14:16:36;27/12/17;2017-12-25 14:16:36. 770000000;200;116809839;122833953;130;42;Created;Sourced;122833953;null;1
116810095;400;2017-12-25 15:33:08;27/12/17;2017-12-25 15:33:8. 944000000;200;116810095;122834058;130;42;Created;Sourced;122834058;null;1
116810340;500;2017-12-25 17:30:18;13/01/18;2017-12-25 17:30:18. 0;012;116810340;122834275;110;6;DO Created;Released;122834275;116810340;1
116810855;400;2017-12-25 18:51:58;29/12/17;2017-12-25 18:51:58. 563000000;200;116810855;122834383;130;42;Created;Sourced;122834383;null;1
116811068;500;2017-12-25 21:00:11;28/12/17;2017-12-25 21:0:11. 0;200;116811068;122834627;110;6;DO Created;Released;122834627;null;1
116811068;500;2017-12-25 19:50:00;28/12/17;2017-12-25 19:50:0. 0;200;116811068;122834627;110;6;Created;Allocated;122834627;null;1
116811068;500;2017-12-25 19:50:00;28/12/17;2017-12-25 19:50:0. 78000000;200;116811068;122834627;110;6;Created;Sourced;122834627;null;1
116811289;500;2017-12-25 21:00:15;03/01/18;2017-12-25 21:0:15. 0;012;116811289;122834658;110;6;DO Created;Released;122834658;null;1
116809852;400;2017-12-25 14:20:17;27/12/17;2017-12-25 14:20:17. 0;200;116809852;122833959;130;42;Created;Allocated;122833959;null;1
116810363;500;2017-12-25 16:50:45;10/01/18;2017-12-25 16:50:45. 457000000;012;116810363;122834273;110;6;Sourced;Allocated;122834273;116810363;1
116810375;400;2017-12-25 16:53:51;27/12/17;2017-12-25 16:53:51. 0;200;116810375;122834137;130;42;Created;Allocated;122834137;null;1
116811639;500;2017-12-25 22:03:53;28/12/17;2017-12-25 22:3:53. 0;012;116811639;122834907;110;6;Created;Allocated;122834907;null;1
116810109;500;2017-12-25 17:00:04;10/01/18;2017-12-25 16:30:15. 529000000;012;116810109;122834149;110;6;DO Created;Released;122834149;null;1
116810109;500;2017-12-25 15:37:16;10/01/18;2017-12-25 15:37:16. 0;012;116810109;122834107;110;6;Created;Allocated;122834107;116810109;1
116810109;500;2017-12-25 17:00:04;28/12/17;2017-12-25 16:30:15. 529000000;012;116810109;122834107;110;6;DO Created;Released;122834107;116810109;1
116810109;500;2017-12-25 15:37:16;28/12/17;2017-12-25 15:37:16. 0;012;116810109;122834107;110;6;Created;Allocated;122834107;116810109;1
116810109;500;2017-12-25 15:37:15;28/12/17;2017-12-25 15:37:15. 154000000;012;116810109;122834107;110;6;Sourced;Allocated;122834107;116810109;1
116810389;400;2017-12-25 16:57:52;29/12/17;2017-12-25 16:57:52. 496000000;200;116810389;122834244;130;42;Created;Sourced;122834244;null;1
116811087;400;2017-12-25 19:56:19;27/12/17;2017-12-25 19:56:19. 455000000;200;116811087;122834497;130;42;Sourced;Allocated;122834497;null;1
116811311;400;2017-12-25 20:52:04;29/12/17;2017-12-25 20:52:4. 784000000;200;116811311;122834568;130;42;Created;Sourced;122834568;null;1
116811312;500;2017-12-25 21:00:15;06/01/18;2017-12-25 21:0:15. 0;012;116811312;122834657;110;6;Allocated;DO Created;122834657;null;1
116811313;400;2017-12-25 20:52:57;29/12/17;2017-12-25 20:52:57. 60000000;200;116811313;122834569;130;42;Allocated;Sourced;122834569;null;1
116811484;500;2017-12-25 21:33:58;28/12/17;2017-12-25 21:33:35. 794000000;200;116811484;122834899;110;6;Sourced;Allocated;122834899;null;1
116811971;400;2017-12-25 23:01:35;04/01/18;2017-12-25 23:1:35. 569000000;200;116811971;122835109;110;42;Sourced;Allocated;122835109;null;1
116811971;400;2017-12-25 23:01:33;04/01/18;2017-12-25 23:1:33. 588000000;200;116811971;122835109;110;42;Created;Sourced;122835109;null;1
116811985;400;2017-12-25 23:04:30;27/12/17;2017-12-25 23:4:30. 0;200;116811985;122835123;130;42;Created;Allocated;122835123;null;1
116809874;500;2017-12-25 15:00:23;28/12/17;2017-12-25 15:0:23. 0;200;116809874;122834002;110;6;Allocated;DO Created;122834002;null;1
116809879;600;2017-12-25 17:00:04;03/01/18;2017-12-25 17:0:4. 0;012;116809879;122834140;130;6;DO Created;Released;122834140;null;1
116809879;600;2017-12-25 14:26:09;03/01/18;2017-12-25 14:26:9. 611000000;012;116809879;122834140;130;6;Sourced;Allocated;122834140;null;1
116810129;650;2017-12-25 17:00:32;12/01/18;2017-12-25 17:0:32. 0;012;116810129;122834106;110;6;Partially Released;Released;122834106;116810129;1
116810129;650;2017-12-25 16:30:15;29/12/17;2017-12-25 16:30:15. 0;200;116810129;122834233;130;6;DO Partially Created;Partially Released;122834233;null;1
116810414;500;2017-12-25 21:00:09;29/12/17;2017-12-25 21:0:9. 0;012;116810414;122834597;110;6;Allocated;DO Created;122834597;null;1
116810419;500;2017-12-25 17:06:07;06/01/18;2017-12-25 17:6:7. 322000000;012;116810419;122834356;110;6;Created;Sourced;122834356;116810419;1
116811318;400;2017-12-25 20:53:32;27/12/17;2017-12-25 20:53:32. 0;200;116811318;122834570;130;42;Created;Allocated;122834570;null;1
116811673;400;2017-12-25 22:13:22;29/12/17;2017-12-25 22:13:22. 254000000;200;116811673;122834782;130;42;Sourced;Allocated;122834782;null;1
116812000;400;2017-12-25 23:07:22;28/12/17;2017-12-25 23:7:22. 0;200;116812000;122835174;110;42;Created;Allocated;122835174;null;1
116809440;500;2017-12-25 13:30:14;30/12/17;2017-12-25 13:30:13. 786000000;012;116809440;122833907;110;6;Allocated;DO Created;122833907;116809440;1
116810153;400;2017-12-25 15:52:50;27/12/17;2017-12-25 15:52:50. 524000000;200;116810153;122834071;130;42;Sourced;Allocated;122834071;null;1
116810153;400;2017-12-25 15:52:49;27/12/17;2017-12-25 15:52:49. 341000000;200;116810153;122834071;130;42;Created;Sourced;122834071;null;1
116810695;500;2017-12-25 18:08:55;20/01/18;2017-12-25 18:8:55. 0;012;116810695;122834465;110;6;Created;Allocated;122834465;116810695;1
116811109;500;2017-12-25 22:00:10;15/01/18;2017-12-25 21:5:5. 329000000;012;116811109;122834675;110;6;Allocated;DO Created;122834675;116811109;1
116811109;500;2017-12-25 19:59:59;15/01/18;2017-12-25 19:59:35. 613000000;012;116811109;122834675;110;6;Created;Sourced;122834675;116811109;1
116811109;500;2017-12-25 21:05:05;29/12/17;2017-12-25 21:5:5. 0;012;116811109;122834675;110;6;DO Partially Created;Partially Released;122834675;116811109;1
116811320;400;2017-12-25 20:53:58;27/12/17;2017-12-25 20:53:58. 0;200;116811320;122834571;130;42;Created;Allocated;122834571;null;1
116811498;400;2017-12-25 21:43:21;27/12/17;2017-12-25 21:34:37. 976000000;200;116811498;122834723;130;42;Created;Sourced;122834723;null;1
116811505;500;2017-12-25 21:35:51;28/12/17;2017-12-25 21:35:51. 0;012;116811505;122834909;110;6;Created;Allocated;122834909;null;1
116811675;500;2017-12-25 22:13:28;28/12/17;2017-12-25 22:13:28. 0;012;116811675;122835369;110;6;Created;Allocated;122835369;null;1
116809286;500;2017-12-25 11:43:19;28/12/17;2017-12-25 11:43:19. 492000000;012;116809286;122833844;110;6;Created;Sourced;122833844;null;1
116811113;500;2017-12-25 20:01:01;28/12/17;2017-12-25 20:1:1. 849000000;012;116811113;122834581;110;6;Created;Sourced;122834581;null;1
116811339;400;2017-12-25 20:58:10;27/12/17;2017-12-25 20:58:10. 600000000;200;116811339;122834660;130;42;Created;Sourced;122834660;null;1
116812016;400;2017-12-25 23:10:54;29/12/17;2017-12-25 23:10:54. 228000000;200;116812016;122834935;130;42;Sourced;Allocated;122834935;null;1
116812039;400;2017-12-25 23:14:18;29/12/17;2017-12-25 23:14:18. 0;200;116812039;122835177;130;42;Created;Allocated;122835177;null;1
116809487;400;2017-12-25 12:40:05;03/01/18;2017-12-25 12:40:5. 961000000;200;116809487;122833831;130;42;Created;Sourced;122833831;null;1
116809973;400;2017-12-25 14:56:50;29/12/17;2017-12-25 14:56:50. 0;200;116809973;122834021;130;42;Created;Partially Allocated;122834021;null;1
116810825;400;2017-12-25 18:40:30;27/12/17;2017-12-25 18:40:30. 980000000;200;116810825;122834372;130;42;Sourced;Created;122834372;null;1
116811779;600;2017-12-25 22:32:44;05/01/18;2017-12-25 22:32:44. 367000000;012;116811779;122835389;130;6;Created;Sourced;122835389;null;1
116809076;400;2017-12-25 10:05:41;27/12/17;2017-12-25 10:5:41. 816000000;200;116809076;122833673;130;42;Allocated;Sourced;122833673;null;1
116810474;500;2017-12-25 17:22:05;10/01/18;2017-12-25 17:22:5. 292000000;012;116810474;122834358;110;6;Sourced;Allocated;122834358;116810474;1
116810474;500;2017-12-25 17:22:05;28/12/17;2017-12-25 17:22:5. 292000000;200;116810474;122834397;110;6;Sourced;Allocated;122834397;null;1
116811809;400;2017-12-25 22:34:07;27/12/17;2017-12-25 22:34:7. 130000000;200;116811809;122835119;130;42;Sourced;Allocated;122835119;null;1
116811831;400;2017-12-25 22:37:42;27/12/17;2017-12-25 22:37:42. 144000000;200;116811831;122834956;130;42;Sourced;Allocated;122834956;null;1
116809641;600;2017-12-25 17:00:04;29/12/17;2017-12-25 17:0:4. 0;012;116809641;122834187;130;6;Allocated;DO Created;122834187;null;1
116809983;600;2017-12-25 17:00:04;30/12/17;2017-12-25 17:0:3. 925000000;012;116809983;122834160;130;6;Allocated;DO Created;122834160;null;1
116810002;500;2017-12-25 15:05:35;28/12/17;2017-12-25 15:5:35. 0;012;116810002;122834156;110;6;Created;Allocated;122834156;null;1
116810862;400;2017-12-25 18:53:25;27/12/17;2017-12-25 18:53:25. 628000000;200;116810862;122834391;130;42;Created;Sourced;122834391;null;1
116811850;400;2017-12-25 22:40:34;03/01/18;2017-12-25 22:40:34. 969000000;200;116811850;122835026;130;42;Created;Sourced;122835026;null;1
116810561;500;2017-12-25 17:40:39;28/12/17;2017-12-25 17:38:9. 429000000;200;116810561;122834398;110;6;Sourced;Created;122834398;null;1
116810561;500;2017-12-25 17:36:46;28/12/17;2017-12-25 17:36:46. 0;200;116810561;122834398;110;6;Created;Allocated;122834398;null;1
116810571;400;2017-12-25 17:38:45;29/12/17;2017-12-25 17:38:45. 0;200;116810571;122834287;130;42;Created;Allocated;122834287;null;1
116810571;400;2017-12-25 17:38:45;29/12/17;2017-12-25 17:38:45. 193000000;200;116810571;122834287;130;42;Sourced;Allocated;122834287;null;1
116810581;400;2017-12-25 17:40:09;29/12/17;2017-12-25 17:40:9. 757000000;200;116810581;122834291;130;42;Created;Sourced;122834291;null;1
116807901;400;2017-12-25 00:23:18;29/12/17;2017-12-25 0:23:18. 0;200;116807901;122833551;130;42;Created;Allocated;122833551;null;1
116810070;400;2017-12-25 15:25:33;28/12/17;2017-12-25 15:25:33. 556000000;200;116810070;122834041;130;42;Sourced;Allocated;122834041;null;1
116810907;500;2017-12-25 19:04:02;28/12/17;2017-12-25 19:4:2. 917000000;012;116810907;122834604;110;6;Sourced;Allocated;122834604;null;1
116810921;400;2017-12-25 19:07:36;29/12/17;2017-12-25 19:7:36. 114000000;200;116810921;122834447;130;42;Sourced;Allocated;122834447;null;1
116811387;500;2017-12-25 21:12:50;28/12/17;2017-12-25 21:12:50. 0;200;116811387;122834901;110;6;Created;Allocated;122834901;null;1
116811413;400;2017-12-25 21:19:18;27/12/17;2017-12-25 21:19:18. 328000000;200;116811413;122834701;130;42;Created;Sourced;122834701;null;1
116807968;400;2017-12-25 01:29:13;27/12/17;2017-12-25 1:29:13. 950000000;200;116807968;122833590;130;42;Created;Sourced;122833590;null;1
116807970;500;2017-12-25 01:32:25;28/12/17;2017-12-25 1:32:25. 451000000;012;116807970;122833639;110;6;Sourced;Allocated;122833639;null;1
116807970;500;2017-12-25 01:32:25;28/12/17;2017-12-25 1:32:25. 309000000;012;116807970;122833639;110;6;Created;Sourced;122833639;null;1
116810135;500;2017-12-25 17:00:04;28/12/17;2017-12-25 17:0:4. 0;012;116810135;122834181;110;6;Allocated;DO Created;122834181;null;1
116810135;500;2017-12-25 15:47:07;28/12/17;2017-12-25 15:47:7. 0;012;116810135;122834181;110;6;Created;Allocated;122834181;null;1
